reviewerID,asin,overall,reviewText,summary,sentiment,review_word_count,full_review,text_for_vader,text_for_textblob,text_for_swn,vader_pred,vader_compound,textblob_pred,textblob_polarity,swn_score,swn_pred
AFUVGAUNQVT0S,B00DM8KQ2Y,5.0,Common failure part on Whirlpool built top load washers. This is an easy replacement and the customer was up and running in no time.,This is an easy replacement and the customer was up and running in ...,Positive,24,This is an easy replacement and the customer was up and running in ... Common failure part on Whirlpool built top load washers. This is an easy replacement and the customer was up and running in no time.,This is an easy replacement and the customer was up and running in ... Common failure part on Whirlpool built top load washers. This is an easy replacement and the customer was up and running in no time.,this is an easy replacement and the customer wa up and running in common failure part on whirlpool built top load washer this is an easy replacement and the customer wa up and running in no time,this is an easy replacement and the customer was up and running in ... common failure part on whirlpool built top load washers. this is an easy replacement and the customer was up and running in no time.,Positive,0.2732,Positive,0.15,0.07804845290211151,Positive
A1OB2H416ARLFJ,B00186NSGS,4.0,Getting these burner covers at stores used to be easy. I am glad I found Amazon for my future needs. They are value priced and come from a good dealer.,Hard to come by,Positive,30,Hard to come by Getting these burner covers at stores used to be easy. I am glad I found Amazon for my future needs. They are value priced and come from a good dealer.,Hard to come by Getting these burner covers at stores used to be easy. I am glad I found Amazon for my future needs. They are value priced and come from a good dealer.,hard to come by getting these burner cover at store used to be easy am glad found amazon for my future need they are value priced and come from good dealer,hard to come by getting these burner covers at stores used to be easy. i am glad i found amazon for my future needs. they are value priced and come from a good dealer.,Positive,0.8885,Positive,0.2683333333333333,0.8683005590900328,Positive
A1RQQV9HYHDHDN,B0015UGPWQ,5.0,"Moved into new apt, needed dryer vent hose, this fit the bill. The compression clamps made install a snap.",Quick and easy install,Positive,19,"Quick and easy install Moved into new apt, needed dryer vent hose, this fit the bill. The compression clamps made install a snap.","Quick and easy install Moved into new apt, needed dryer vent hose, this fit the bill. The compression clamps made install a snap.",quick and easy install moved into new apt needed dryer vent hose this fit the bill the compression clamp made install snap,"quick and easy install moved into new apt, needed dryer vent hose, this fit the bill. the compression clamps made install a snap.",Positive,0.698,Positive,0.38060606060606056,0.33770279819386956,Positive
A3H61AMBJ177DG,B00470A1S0,5.0,as advertised,Five Stars,Positive,2,Five Stars as advertised,Five Stars as advertised,five star a advertised,five stars as advertised,Neutral,0.0,Neutral,0.0,0.015625,Neutral
A26M3TN8QICJ3K,B000XXWOGW,5.0,Great. Just what I needed.,Five Stars,Positive,5,Five Stars Great. Just what I needed.,Five Stars Great. Just what I needed.,five star great just what needed,five stars great. just what i needed.,Positive,0.6249,Positive,0.8,0.328125,Positive
A1OB2H416ARLFJ,B00186NSGS,4.0,"Very hard to come by, but worth it.",A must buy for any stove,Positive,8,"A must buy for any stove Very hard to come by, but worth it.","A must buy for any stove Very hard to come by, but worth it.",must buy for any stove very hard to come by but worth it,"a must buy for any stove very hard to come by, but worth it.",Positive,0.2508,Neutral,-0.03958333333333336,0.054761904761904755,Positive
A2HDUVKXR5CM7H,B00DM8JA7Q,1.0,"piece of garbage switch set to high that it will not shut off, couldn't return because it was taken out of package how else do you know if it will work if you don't take it out and try it. bad return policy",does not work as promised,Negative,43,"does not work as promised piece of garbage switch set to high that it will not shut off, couldn't return because it was taken out of package how else do you know if it will work if you don't take it out and try it. bad return policy","does not work as promised piece of garbage switch set to high that it will not shut off, couldn't return because it was taken out of package how else do you know if it will work if you don't take it out and try it. bad return policy",doe not work a promised piece of garbage switch set to high that it will not shut off couldnt return because it wa taken out of package how else do you know if it will work if you dont take it out and try it bad return policy,"does not work as promised piece of garbage switch set to high that it will not shut off, couldn't return because it was taken out of package how else do you know if it will work if you don't take it out and try it. bad return policy",Negative,-0.6818,Negative,-0.2699999999999999,-1.8001159835534835,Negative
A2CIEGHZ7L1WWR,B00P9C66PM,5.0,Price and delivery was excellent.,Five Stars,Positive,5,Five Stars Price and delivery was excellent.,Five Stars Price and delivery was excellent.,five star price and delivery wa excellent,five stars price and delivery was excellent.,Positive,0.5719,Positive,1.0,1.096668956043956,Positive
AR3OHHHW01A8E,B0056I99WG,5.0,Perfect fit for Maytag dryer,Part was a perfect fit,Positive,5,Part was a perfect fit Perfect fit for Maytag dryer,Part was a perfect fit Perfect fit for Maytag dryer,part wa perfect fit perfect fit for maytag dryer,part was a perfect fit perfect fit for maytag dryer,Positive,0.9081,Positive,0.7,1.707532051282051,Positive
A2B2JVUX5YN8RU,B0014CN8Y8,5.0,"Works great. I used it and an extension kit with extra rods to to clean a 21 foot long vent with a two right angle turns and it did a fantastic job with the adapter that lets you put the rod through and attach a shop vac. Got a TON of lint out, about a 5 gallon bucket full. Inside of the vent was left shiny and clean. Good for safety especially with such a long vent and to my surprise the dryer actually works quite a bit better now. On the auto cycle I used to have to run it again if I was drying heavy things like jeans or blankets/comforters etc... to fully dry things. Now it does it in one cycle and take about 25% less time to go through the auto dry cycle.

I was just wanting to clean out a potential fire hazard but it really does make a big difference running through a dirty vent vs. a clean one. Might be due to the long length of my vent but very happy with this product.",Worked like a charm,Positive,181,"Worked like a charm Works great. I used it and an extension kit with extra rods to to clean a 21 foot long vent with a two right angle turns and it did a fantastic job with the adapter that lets you put the rod through and attach a shop vac. Got a TON of lint out, about a 5 gallon bucket full. Inside of the vent was left shiny and clean. Good for safety especially with such a long vent and to my surprise the dryer actually works quite a bit better now. On the auto cycle I used to have to run it again if I was drying heavy things like jeans or blankets/comforters etc... to fully dry things. Now it does it in one cycle and take about 25% less time to go through the auto dry cycle.

I was just wanting to clean out a potential fire hazard but it really does make a big difference running through a dirty vent vs. a clean one. Might be due to the long length of my vent but very happy with this product.","Worked like a charm Works great. I used it and an extension kit with extra rods to to clean a 21 foot long vent with a two right angle turns and it did a fantastic job with the adapter that lets you put the rod through and attach a shop vac. Got a TON of lint out, about a 5 gallon bucket full. Inside of the vent was left shiny and clean. Good for safety especially with such a long vent and to my surprise the dryer actually works quite a bit better now. On the auto cycle I used to have to run it again if I was drying heavy things like jeans or blankets/comforters etc... to fully dry things. Now it does it in one cycle and take about 25% less time to go through the auto dry cycle.

I was just wanting to clean out a potential fire hazard but it really does make a big difference running through a dirty vent vs. a clean one. Might be due to the long length of my vent but very happy with this product.",worked like charm work great used it and an extension kit with extra rod to to clean foot long vent with two right angle turn and it did fantastic job with the adapter that let you put the rod through and attach shop vac got ton of lint out about gallon bucket full inside of the vent wa left shiny and clean good for safety especially with such long vent and to my surprise the dryer actually work quite bit better now on the auto cycle used to have to run it again if wa drying heavy thing like jean or blanketscomforters etc to fully dry thing now it doe it in one cycle and take about less time to go through the auto dry cycle wa just wanting to clean out potential fire hazard but it really doe make big difference running through dirty vent v clean one might be due to the long length of my vent but very happy with this product,"worked like a charm works great. i used it and an extension kit with extra rods to to clean a 21 foot long vent with a two right angle turns and it did a fantastic job with the adapter that lets you put the rod through and attach a shop vac. got a ton of lint out, about a 5 gallon bucket full. inside of the vent was left shiny and clean. good for safety especially with such a long vent and to my surprise the dryer actually works quite a bit better now. on the auto cycle i used to have to run it again if i was drying heavy things like jeans or blankets/comforters etc... to fully dry things. now it does it in one cycle and take about 25% less time to go through the auto dry cycle.

i was just wanting to clean out a potential fire hazard but it really does make a big difference running through a dirty vent vs. a clean one. might be due to the long length of my vent but very happy with this product.",Positive,0.9671,Positive,0.15454931972789115,2.24592430803417,Positive
